id,gender,age,number_of_kids,date,day,duration
526114,MALE,24,4,7.0,2.0,9.3375
526114,MALE,24,4,8.0,3.0,6.479166666666667
526114,MALE,24,4,9.0,4.0,9.145833333333334
526114,MALE,24,4,10.0,5.0,8.854166666666666
526114,MALE,24,4,11.0,6.0,8.866666666666667
526114,MALE,24,4,12.0,0.0,8.2625
526114,MALE,24,4,13.0,1.0,8.3
526114,MALE,24,4,14.0,2.0,7.508333333333334
526114,MALE,24,4,15.0,3.0,8.066666666666666
526114,MALE,24,4,16.0,4.0,9.591666666666667
526114,MALE,24,4,17.0,5.0,8.729166666666666
526114,MALE,24,4,18.0,6.0,9.270833333333334
526114,MALE,24,4,19.0,0.0,6.2375
526114,MALE,24,4,20.0,1.0,6.025
526114,MALE,24,4,21.0,2.0,6.708333333333333
845542,MALE,37,4,1.0,3.0,4.175
845542,MALE,37,4,2.0,4.0,1.0416666666666667
845542,MALE,37,4,4.0,6.0,2.566666666666667
845542,MALE,37,4,5.0,0.0,6.216666666666667
845542,MALE,37,4,6.0,1.0,4.5375
845542,MALE,37,4,7.0,2.0,0.6583333333333333
845542,MALE,37,4,8.0,3.0,1.2
845542,MALE,37,4,9.0,4.0,5.2375
845542,MALE,37,4,11.0,6.0,2.75
845542,MALE,37,4,12.0,0.0,7.804166666666666
845542,MALE,37,4,13.0,1.0,1.1291666666666667
845542,MALE,37,4,14.0,2.0,3.6125
845542,MALE,37,4,15.0,3.0,2.7375
845542,MALE,37,4,16.0,4.0,4.15
845542,MALE,37,4,18.0,6.0,2.5708333333333333
845542,MALE,37,4,19.0,0.0,7.645833333333333
845542,MALE,37,4,20.0,1.0,4.7625
845542,MALE,37,4,21.0,2.0,4.1875
766736,MALE,19,1,1.0,3.0,2.9583333333333335
766736,MALE,19,1,2.0,4.0,6.3875
766736,MALE,19,1,3.0,5.0,6.883333333333334
766736,MALE,19,1,4.0,6.0,8.133333333333333
766736,MALE,19,1,5.0,0.0,3.629166666666667
766736,MALE,19,1,6.0,1.0,2.995833333333333
766736,MALE,19,1,7.0,2.0,6.220833333333333
766736,MALE,19,1,8.0,3.0,6.075
766736,MALE,19,1,9.0,4.0,2.6625
766736,MALE,19,1,10.0,5.0,6.575
766736,MALE,19,1,11.0,6.0,8.654166666666667
766736,MALE,19,1,12.0,0.0,9.470833333333333
766736,MALE,19,1,13.0,1.0,7.245833333333334
766736,MALE,19,1,14.0,2.0,10.05
766736,MALE,19,1,15.0,3.0,6.6625
766736,MALE,19,1,16.0,4.0,9.166666666666666
766736,MALE,19,1,17.0,5.0,8.220833333333333
766736,MALE,19,1,18.0,6.0,5.266666666666667
766736,MALE,19,1,19.0,0.0,2.6625
766736,MALE,19,1,20.0,1.0,8.0375
766736,MALE,19,1,21.0,2.0,8.270833333333334
766736,MALE,19,1,22.0,3.0,3.808333333333333
944021,MALE,39,0,2.0,4.0,7.058333333333334
944021,MALE,39,0,5.0,0.0,5.416666666666667
944021,MALE,39,0,6.0,1.0,6.85
944021,MALE,39,0,7.0,2.0,8.454166666666667
944021,MALE,39,0,9.0,4.0,5.620833333333334
944021,MALE,39,0,12.0,0.0,7.141666666666667
944021,MALE,39,0,13.0,1.0,8.383333333333333
944021,MALE,39,0,14.0,2.0,6.108333333333333
944021,MALE,39,0,19.0,0.0,7.183333333333334
944021,MALE,39,0,20.0,1.0,5.4375
944021,MALE,39,0,21.0,2.0,8.779166666666667
537441,MALE,41,4,1.0,3.0,6.5625
537441,MALE,41,4,2.0,4.0,8.520833333333334
537441,MALE,41,4,5.0,0.0,8.725
537441,MALE,41,4,6.0,1.0,5.0375
537441,MALE,41,4,8.0,3.0,6.683333333333334
537441,MALE,41,4,9.0,4.0,7.354166666666667
537441,MALE,41,4,12.0,0.0,8.679166666666667
537441,MALE,41,4,13.0,1.0,8.9
537441,MALE,41,4,15.0,3.0,7.045833333333333
537441,MALE,41,4,16.0,4.0,7.483333333333333
537441,MALE,41,4,19.0,0.0,7.083333333333333
537441,MALE,41,4,20.0,1.0,7.054166666666666
410352,MALE,62,4,1.0,3.0,4.529166666666667
410352,MALE,62,4,2.0,4.0,2.120833333333333
410352,MALE,62,4,3.0,5.0,2.6625
410352,MALE,62,4,4.0,6.0,4.5125
410352,MALE,62,4,5.0,0.0,3.783333333333333
410352,MALE,62,4,6.0,1.0,1.825
410352,MALE,62,4,7.0,2.0,2.4833333333333334
410352,MALE,62,4,8.0,3.0,4.2
410352,MALE,62,4,9.0,4.0,1.4541666666666666
410352,MALE,62,4,10.0,5.0,2.675
410352,MALE,62,4,11.0,6.0,4.320833333333334
410352,MALE,62,4,12.0,0.0,6.483333333333333
410352,MALE,62,4,13.0,1.0,4.8375
410352,MALE,62,4,14.0,2.0,2.5166666666666666
410352,MALE,62,4,15.0,3.0,3.3541666666666665
410352,MALE,62,4,16.0,4.0,4.2
410352,MALE,62,4,17.0,5.0,2.55
410352,MALE,62,4,18.0,6.0,5.0625
410352,MALE,62,4,19.0,0.0,4.925
410352,MALE,62,4,20.0,1.0,0.5458333333333333
410352,MALE,62,4,21.0,2.0,1.45
208841,MALE,22,0,1.0,3.0,9.266666666666667
208841,MALE,22,0,2.0,4.0,5.320833333333334
208841,MALE,22,0,3.0,5.0,5.5375
208841,MALE,22,0,4.0,6.0,7.670833333333333
208841,MALE,22,0,5.0,0.0,5.383333333333334
208841,MALE,22,0,6.0,1.0,8.470833333333333
208841,MALE,22,0,7.0,2.0,4.9875
208841,MALE,22,0,8.0,3.0,8.9125
208841,MALE,22,0,9.0,4.0,6.925
208841,MALE,22,0,10.0,5.0,8.5125
208841,MALE,22,0,11.0,6.0,8.329166666666667
208841,MALE,22,0,12.0,0.0,6.395833333333333
208841,MALE,22,0,13.0,1.0,8.691666666666666
208841,MALE,22,0,14.0,2.0,9.7875
208841,MALE,22,0,15.0,3.0,8.791666666666666
208841,MALE,22,0,16.0,4.0,7.258333333333334
208841,MALE,22,0,17.0,5.0,9.291666666666666
208841,MALE,22,0,18.0,6.0,4.995833333333334
208841,MALE,22,0,19.0,0.0,7.591666666666667
208841,MALE,22,0,20.0,1.0,5.633333333333334
208841,MALE,22,0,21.0,2.0,8.970833333333333
304774,MALE,23,4,1.0,3.0,9.554166666666667
304774,MALE,23,4,2.0,4.0,7.291666666666667
304774,MALE,23,4,3.0,5.0,8.7625
304774,MALE,23,4,4.0,6.0,9.345833333333333
304774,MALE,23,4,5.0,0.0,6.625
304774,MALE,23,4,6.0,1.0,8.870833333333334
304774,MALE,23,4,8.0,3.0,6.645833333333333
304774,MALE,23,4,9.0,4.0,6.179166666666666
304774,MALE,23,4,10.0,5.0,7.979166666666667
304774,MALE,23,4,12.0,0.0,9.9375
304774,MALE,23,4,13.0,1.0,10.5
304774,MALE,23,4,14.0,2.0,9.4875
304774,MALE,23,4,15.0,3.0,9.179166666666667
304774,MALE,23,4,16.0,4.0,9.245833333333334
304774,MALE,23,4,17.0,5.0,8.291666666666666
304774,MALE,23,4,18.0,6.0,6.775
304774,MALE,23,4,19.0,0.0,9.404166666666667
304774,MALE,23,4,20.0,1.0,8.95
304774,MALE,23,4,21.0,2.0,9.491666666666667
809879,MALE,27,2,1.0,3.0,8.6625
809879,MALE,27,2,2.0,4.0,8.645833333333334
809879,MALE,27,2,3.0,5.0,6.595833333333333
809879,MALE,27,2,4.0,6.0,7.645833333333333
809879,MALE,27,2,6.0,1.0,8.325
809879,MALE,27,2,7.0,2.0,8.833333333333334
809879,MALE,27,2,8.0,3.0,9.2375
809879,MALE,27,2,9.0,4.0,9.454166666666667
809879,MALE,27,2,10.0,5.0,6.716666666666667
809879,MALE,27,2,11.0,6.0,10.225
809879,MALE,27,2,12.0,0.0,7.3125
809879,MALE,27,2,13.0,1.0,6.208333333333333
809879,MALE,27,2,14.0,2.0,10.116666666666667
809879,MALE,27,2,15.0,3.0,9.545833333333333
809879,MALE,27,2,16.0,4.0,9.466666666666667
809879,MALE,27,2,17.0,5.0,9.479166666666666
809879,MALE,27,2,18.0,6.0,8.616666666666667
809879,MALE,27,2,19.0,0.0,8.070833333333333
809879,MALE,27,2,20.0,1.0,10.495833333333334
809879,MALE,27,2,21.0,2.0,9.708333333333334
509204,MALE,61,3,1.0,3.0,0.925
509204,MALE,61,3,2.0,4.0,0.5875
509204,MALE,61,3,5.0,0.0,2.504166666666667
509204,MALE,61,3,7.0,2.0,5.179166666666666
509204,MALE,61,3,8.0,3.0,4.416666666666667
509204,MALE,61,3,9.0,4.0,3.816666666666667
509204,MALE,61,3,12.0,0.0,4.5
509204,MALE,61,3,14.0,2.0,1.8291666666666666
509204,MALE,61,3,15.0,3.0,4.445833333333334
509204,MALE,61,3,16.0,4.0,4.345833333333333
509204,MALE,61,3,19.0,0.0,3.0458333333333334
509204,MALE,61,3,21.0,2.0,3.4583333333333335
857801,FEMALE,19,0,1.0,3.0,3.5208333333333335
857801,FEMALE,19,0,2.0,4.0,2.9458333333333333
857801,FEMALE,19,0,5.0,0.0,0.6416666666666667
857801,FEMALE,19,0,8.0,3.0,3.158333333333333
857801,FEMALE,19,0,9.0,4.0,3.625
857801,FEMALE,19,0,12.0,0.0,1.1541666666666666
857801,FEMALE,19,0,14.0,2.0,2.9125
857801,FEMALE,19,0,15.0,3.0,2.6083333333333334
857801,FEMALE,19,0,16.0,4.0,2.6
857801,FEMALE,19,0,19.0,0.0,3.5416666666666665
857801,FEMALE,19,0,20.0,1.0,2.466666666666667
857801,FEMALE,19,0,21.0,2.0,1.3166666666666667
841699,MALE,25,0,1.0,3.0,4.333333333333333
841699,MALE,25,0,2.0,4.0,0.775
841699,MALE,25,0,3.0,5.0,2.5166666666666666
841699,MALE,25,0,4.0,6.0,2.433333333333333
841699,MALE,25,0,5.0,0.0,1.0291666666666666
841699,MALE,25,0,6.0,1.0,4.179166666666666
841699,MALE,25,0,7.0,2.0,3.9
841699,MALE,25,0,9.0,4.0,3.975
841699,MALE,25,0,10.0,5.0,2.2708333333333335
841699,MALE,25,0,11.0,6.0,6.079166666666667
841699,MALE,25,0,12.0,0.0,0.44166666666666665
841699,MALE,25,0,13.0,1.0,4.229166666666667
841699,MALE,25,0,14.0,2.0,2.7708333333333335
841699,MALE,25,0,15.0,3.0,2.5708333333333333
841699,MALE,25,0,16.0,4.0,0.36666666666666664
841699,MALE,25,0,17.0,5.0,2.970833333333333
841699,MALE,25,0,18.0,6.0,3.6
841699,MALE,25,0,19.0,0.0,1.3916666666666666
841699,MALE,25,0,20.0,1.0,2.5166666666666666
841699,MALE,25,0,21.0,2.0,2.625
754023,FEMALE,70,1,1.0,3.0,1.8333333333333333
754023,FEMALE,70,1,2.0,4.0,1.0458333333333334
754023,FEMALE,70,1,5.0,0.0,2.691666666666667
754023,FEMALE,70,1,6.0,1.0,2.575
754023,FEMALE,70,1,7.0,2.0,1.2541666666666667
754023,FEMALE,70,1,8.0,3.0,2.5625
754023,FEMALE,70,1,9.0,4.0,3.475
754023,FEMALE,70,1,12.0,0.0,1.6125
754023,FEMALE,70,1,13.0,1.0,1.8166666666666667
754023,FEMALE,70,1,14.0,2.0,3.5375
754023,FEMALE,70,1,15.0,3.0,3.4125
754023,FEMALE,70,1,16.0,4.0,3.4916666666666667
754023,FEMALE,70,1,19.0,0.0,0.9958333333333333
754023,FEMALE,70,1,20.0,1.0,2.370833333333333
754023,FEMALE,70,1,21.0,2.0,3.379166666666667
275210,FEMALE,26,2,1.0,3.0,2.966666666666667
275210,FEMALE,26,2,2.0,4.0,1.7625
275210,FEMALE,26,2,5.0,0.0,1.4416666666666667
275210,FEMALE,26,2,6.0,1.0,4.925
275210,FEMALE,26,2,7.0,2.0,1.1583333333333334
275210,FEMALE,26,2,8.0,3.0,0.4666666666666667
275210,FEMALE,26,2,9.0,4.0,0.5583333333333333
275210,FEMALE,26,2,12.0,0.0,2.8541666666666665
275210,FEMALE,26,2,13.0,1.0,3.775
275210,FEMALE,26,2,14.0,2.0,4.604166666666667
275210,FEMALE,26,2,15.0,3.0,3.0791666666666666
275210,FEMALE,26,2,16.0,4.0,4.704166666666667
275210,FEMALE,26,2,19.0,0.0,3.7583333333333333
275210,FEMALE,26,2,20.0,1.0,4.995833333333334
275210,FEMALE,26,2,21.0,2.0,3.3333333333333335
650617,MALE,49,2,1.0,3.0,0.9333333333333333
650617,MALE,49,2,6.0,1.0,4.708333333333333
650617,MALE,49,2,7.0,2.0,2.3583333333333334
650617,MALE,49,2,8.0,3.0,3.3333333333333335
650617,MALE,49,2,9.0,4.0,2.4791666666666665
650617,MALE,49,2,13.0,1.0,2.275
650617,MALE,49,2,14.0,2.0,0.9875
650617,MALE,49,2,15.0,3.0,3.658333333333333
650617,MALE,49,2,16.0,4.0,1.9458333333333333
650617,MALE,49,2,20.0,1.0,2.2
650617,MALE,49,2,21.0,2.0,4.254166666666666
111556,FEMALE,49,4,1.0,3.0,2.0166666666666666
111556,FEMALE,49,4,2.0,4.0,2.2666666666666666
111556,FEMALE,49,4,5.0,0.0,4.229166666666667
111556,FEMALE,49,4,6.0,1.0,2.775
111556,FEMALE,49,4,7.0,2.0,2.3833333333333333
111556,FEMALE,49,4,8.0,3.0,2.8875
111556,FEMALE,49,4,9.0,4.0,4.016666666666667
111556,FEMALE,49,4,12.0,0.0,3.3625
111556,FEMALE,49,4,13.0,1.0,3.9458333333333333
111556,FEMALE,49,4,14.0,2.0,1.775
111556,FEMALE,49,4,15.0,3.0,0.9291666666666667
111556,FEMALE,49,4,19.0,0.0,0.4666666666666667
111556,FEMALE,49,4,20.0,1.0,1.9375
111556,FEMALE,49,4,21.0,2.0,2.816666666666667
552556,MALE,20,0,2.0,4.0,7.820833333333334
552556,MALE,20,0,3.0,5.0,9.5875
552556,MALE,20,0,4.0,6.0,5.341666666666667
552556,MALE,20,0,5.0,0.0,9.541666666666666
552556,MALE,20,0,6.0,1.0,8.104166666666666
552556,MALE,20,0,7.0,2.0,6.3625
552556,MALE,20,0,8.0,3.0,9.025
552556,MALE,20,0,9.0,4.0,7.7375
552556,MALE,20,0,10.0,5.0,6.041666666666667
552556,MALE,20,0,11.0,6.0,8.9375
552556,MALE,20,0,12.0,0.0,7.041666666666667
552556,MALE,20,0,13.0,1.0,5.079166666666667
552556,MALE,20,0,14.0,2.0,8.220833333333333
552556,MALE,20,0,15.0,3.0,7.391666666666667
552556,MALE,20,0,16.0,4.0,7.045833333333333
552556,MALE,20,0,17.0,5.0,6.708333333333333
552556,MALE,20,0,18.0,6.0,5.429166666666666
552556,MALE,20,0,19.0,0.0,5.716666666666667
552556,MALE,20,0,20.0,1.0,7.225
552556,MALE,20,0,21.0,2.0,9.458333333333334
190976,MALE,20,0,1.0,3.0,3.279166666666667
190976,MALE,20,0,2.0,4.0,3.2041666666666666
190976,MALE,20,0,5.0,0.0,0.25
190976,MALE,20,0,7.0,2.0,2.6333333333333333
190976,MALE,20,0,9.0,4.0,4.820833333333334
190976,MALE,20,0,12.0,0.0,4.858333333333333
190976,MALE,20,0,13.0,1.0,4.416666666666667
190976,MALE,20,0,14.0,2.0,0.7333333333333333
190976,MALE,20,0,15.0,3.0,1.0375
190976,MALE,20,0,16.0,4.0,4.445833333333334
190976,MALE,20,0,19.0,0.0,1.0416666666666667
190976,MALE,20,0,20.0,1.0,2.9125
190976,MALE,20,0,21.0,2.0,3.720833333333333
839936,MALE,55,3,1.0,3.0,2.1625
839936,MALE,55,3,3.0,5.0,6.520833333333333
839936,MALE,55,3,4.0,6.0,5.908333333333333
839936,MALE,55,3,5.0,0.0,1.975
839936,MALE,55,3,6.0,1.0,1.975
839936,MALE,55,3,7.0,2.0,0.5333333333333333
839936,MALE,55,3,8.0,3.0,2.091666666666667
839936,MALE,55,3,9.0,4.0,3.4875
839936,MALE,55,3,10.0,5.0,7.220833333333333
839936,MALE,55,3,11.0,6.0,6.683333333333334
839936,MALE,55,3,12.0,0.0,0.6541666666666667
839936,MALE,55,3,13.0,1.0,4.429166666666666
839936,MALE,55,3,14.0,2.0,2.5
839936,MALE,55,3,15.0,3.0,3.220833333333333
839936,MALE,55,3,16.0,4.0,2.95
839936,MALE,55,3,17.0,5.0,4.595833333333333
839936,MALE,55,3,18.0,6.0,5.775
839936,MALE,55,3,19.0,0.0,1.3541666666666667
839936,MALE,55,3,20.0,1.0,1.3333333333333333
839936,MALE,55,3,21.0,2.0,0.36666666666666664
719487,FEMALE,19,0,1.0,3.0,7.683333333333334
719487,FEMALE,19,0,2.0,4.0,8.720833333333333
719487,FEMALE,19,0,4.0,6.0,5.875
719487,FEMALE,19,0,5.0,0.0,8.583333333333334
719487,FEMALE,19,0,6.0,1.0,6.108333333333333
719487,FEMALE,19,0,7.0,2.0,7.695833333333334
719487,FEMALE,19,0,8.0,3.0,5.4875
719487,FEMALE,19,0,9.0,4.0,7.85
719487,FEMALE,19,0,10.0,5.0,6.316666666666666
719487,FEMALE,19,0,12.0,0.0,4.920833333333333
719487,FEMALE,19,0,13.0,1.0,6.645833333333333
719487,FEMALE,19,0,15.0,3.0,5.7875
719487,FEMALE,19,0,16.0,4.0,7.745833333333334
719487,FEMALE,19,0,17.0,5.0,7.345833333333333
719487,FEMALE,19,0,18.0,6.0,5.254166666666666
719487,FEMALE,19,0,20.0,1.0,5.829166666666667
719487,FEMALE,19,0,21.0,2.0,8.9
370389,MALE,19,0,1.0,3.0,8.408333333333333
370389,MALE,19,0,2.0,4.0,8.041666666666666
370389,MALE,19,0,3.0,5.0,9.254166666666666
370389,MALE,19,0,4.0,6.0,5.566666666666666
370389,MALE,19,0,5.0,0.0,5.875
370389,MALE,19,0,6.0,1.0,5.6
370389,MALE,19,0,7.0,2.0,8.1375
370389,MALE,19,0,8.0,3.0,7.291666666666667
370389,MALE,19,0,9.0,4.0,7.891666666666667
370389,MALE,19,0,10.0,5.0,7.725
370389,MALE,19,0,11.0,6.0,7.0
370389,MALE,19,0,12.0,0.0,6.970833333333333
370389,MALE,19,0,13.0,1.0,5.166666666666667
370389,MALE,19,0,14.0,2.0,6.170833333333333
370389,MALE,19,0,15.0,3.0,4.975
370389,MALE,19,0,16.0,4.0,9.283333333333333
370389,MALE,19,0,17.0,5.0,8.85
370389,MALE,19,0,18.0,6.0,5.029166666666667
370389,MALE,19,0,19.0,0.0,7.079166666666667
370389,MALE,19,0,20.0,1.0,5.45
370389,MALE,19,0,21.0,2.0,7.454166666666667
721554,MALE,19,0,2.0,4.0,4.079166666666667
721554,MALE,19,0,5.0,0.0,0.14583333333333334
721554,MALE,19,0,6.0,1.0,0.7916666666666666
721554,MALE,19,0,7.0,2.0,4.241666666666666
721554,MALE,19,0,8.0,3.0,3.6625
721554,MALE,19,0,9.0,4.0,0.8125
721554,MALE,19,0,12.0,0.0,3.745833333333333
721554,MALE,19,0,13.0,1.0,4.179166666666666
721554,MALE,19,0,14.0,2.0,1.8625
721554,MALE,19,0,15.0,3.0,4.670833333333333
721554,MALE,19,0,19.0,0.0,1.5333333333333334
